k,d,ek,ed,roundSwing,adr,eadr,kast,ekast,rating,playerID,side,team,map,matchID
24.0,14.0,23.0,15.0,4.2,76.4,72.0,81.8,80.0,1.4,21288,t,MIBR,All,2389454
24.0,14.0,24.0,14.0,3.21,68.5,67.1,87.9,88.0,1.37,20987,t,MIBR,All,2389454
19.0,19.0,17.0,20.0,-0.38,67.7,61.1,75.8,67.7,0.98,19310,t,MIBR,All,2389454
15.0,18.0,16.0,20.0,-0.12,75.1,74.5,54.5,53.7,0.94,9219,total,Gaimin Gladiators,anb,2389454
14.0,15.0,12.0,16.0,0.34,64.3,61.4,63.6,61.5,0.91,8565,total,Gaimin Gladiators,anb,2389454
10.0,15.0,9.0,15.0,-1.17,62.1,59.2,68.2,62.6,0.9,15914,total,Gaimin Gladiators,anb,2389454
11.0,15.0,10.0,16.0,-4.15,59.4,56.9,72.7,67.7,0.76,17861,total,Gaimin Gladiators,anb,2389454
11.0,16.0,12.0,16.0,-5.14,56.5,59.4,68.2,68.0,0.73,9482,total,Gaimin Gladiators,anb,2389454
8.0,9.0,9.0,9.0,1.06,91.0,97.1,40.0,43.9,1.11,9219,ct,Gaimin Gladiators,anb,2389454
6.0,10.0,7.0,10.0,-6.37,66.6,72.7,50.0,56.7,0.59,9482,ct,Gaimin Gladiators,anb,2389454
2.0,9.0,2.0,9.0,-5.32,39.6,43.3,60.0,56.9,0.43,17861,ct,Gaimin Gladiators,anb,2389454
3.0,9.0,3.0,9.0,-5.85,35.0,41.7,40.0,43.8,0.37,8565,ct,Gaimin Gladiators,anb,2389454
1.0,9.0,1.0,9.0,-10.04,30.2,32.4,50.0,44.9,0.23,15914,ct,Gaimin Gladiators,anb,2389454
9.0,6.0,8.0,7.0,6.23,88.7,81.6,83.3,77.3,1.46,15914,t,Gaimin Gladiators,anb,2389454
11.0,6.0,9.0,7.0,5.5,88.7,77.8,83.3,76.2,1.36,8565,t,Gaimin Gladiators,anb,2389454
9.0,6.0,8.0,7.0,-3.18,75.9,68.3,83.3,76.8,1.03,17861,t,Gaimin Gladiators,anb,2389454
5.0,6.0,5.0,7.0,-4.12,48.2,48.4,83.3,77.3,0.85,9482,t,Gaimin Gladiators,anb,2389454
7.0,9.0,7.0,11.0,-1.1,61.8,55.7,66.7,61.8,0.79,9219,t,Gaimin Gladiators,anb,2389454
20.0,12.0,22.0,12.0,4.48,94.9,97.8,72.7,65.1,1.57,21037,total,MIBR,anb,2389454
20.0,12.0,21.0,12.0,2.7,95.9,95.9,81.8,80.2,1.55,21288,total,MIBR,anb,2389454
18.0,12.0,18.0,12.0,2.15,85.8,86.0,90.9,73.5,1.3,20987,total,MIBR,anb,2389454
11.0,14.0,10.0,14.0,1.49,63.6,60.9,72.7,72.0,0.99,19310,total,MIBR,anb,2389454
10.0,11.0,10.0,12.0,-0.57,39.0,38.6,77.3,74.6,0.87,23192,total,MIBR,anb,2389454
8.0,9.0,9.0,9.0,2.08,79.9,87.3,58.3,48.1,1.11,21037,ct,MIBR,anb,2389454
9.0,8.0,11.0,7.0,-3.0,78.0,85.9,66.7,67.4,1.07,21288,ct,MIBR,anb,2389454
7.0,7.0,8.0,7.0,1.25,67.3,72.8,83.3,55.2,0.98,20987,ct,MIBR,anb,2389454
4.0,10.0,5.0,9.0,0.98,56.8,61.7,66.7,78.0,0.87,19310,ct,MIBR,anb,2389454
5.0,7.0,5.0,8.0,-4.63,32.5,35.0,75.0,74.8,0.63,23192,ct,MIBR,anb,2389454
11.0,4.0,11.0,5.0,9.53,117.4,107.9,100.0,95.4,2.12,21288,t,MIBR,anb,2389454
12.0,3.0,12.0,3.0,7.36,112.9,110.5,90.0,85.5,2.11,21037,t,MIBR,anb,2389454
11.0,5.0,10.0,5.0,3.21,108.0,101.9,100.0,95.5,1.68,20987,t,MIBR,anb,2389454
5.0,4.0,4.0,4.0,4.31,46.8,42.9,80.0,74.4,1.15,23192,t,MIBR,anb,2389454
7.0,4.0,6.0,4.0,2.1,71.7,59.8,80.0,64.7,1.12,19310,t,MIBR,anb,2389454
21.0,14.0,21.0,14.0,5.58,81.7,79.2,69.6,68.3,1.52,15914,total,Gaimin Gladiators,anc,2389454
14.0,15.0,13.0,14.0,-0.27,68.0,71.5,60.9,55.9,0.92,8565,total,Gaimin Gladiators,anc,2389454
13.0,14.0,13.0,14.0,-0.05,59.0,56.5,69.6,63.6,0.88,17861,total,Gaimin Gladiators,anc,2389454
8.0,18.0,8.0,17.0,-2.52,47.9,49.8,47.8,47.1,0.62,9482,total,Gaimin Gladiators,anc,2389454
7.0,17.0,7.0,16.0,-3.36,57.4,59.6,47.8,46.6,0.61,9219,total,Gaimin Gladiators,anc,2389454
7.0,8.0,6.0,8.0,0.37,73.8,74.5,54.5,47.6,0.87,8565,ct,Gaimin Gladiators,anc,2389454
6.0,6.0,6.0,6.0,-1.9,51.8,53.4,72.7,66.6,0.76,17861,ct,Gaimin Gladiators,anc,2389454
3.0,8.0,3.0,8.0,-2.88,54.4,57.2,45.5,38.6,0.59,9482,ct,Gaimin Gladiators,anc,2389454
6.0,9.0,6.0,9.0,-6.75,55.0,55.9,63.6,56.7,0.53,15914,ct,Gaimin Gladiators,anc,2389454
3.0,8.0,3.0,8.0,-6.66,45.9,47.7,45.5,37.6,0.4,9219,ct,Gaimin Gladiators,anc,2389454
15.0,5.0,15.0,5.0,16.87,106.1,100.5,75.0,78.8,2.43,15914,t,Gaimin Gladiators,anc,2389454
7.0,8.0,7.0,8.0,1.65,65.6,59.4,66.7,60.9,0.99,17861,t,Gaimin Gladiators,anc,2389454
7.0,7.0,7.0,6.0,-0.86,62.8,68.6,66.7,63.6,0.97,8565,t,Gaimin Gladiators,anc,2389454
4.0,9.0,4.0,8.0,-0.33,68.0,70.5,50.0,54.8,0.81,9219,t,Gaimin Gladiators,anc,2389454
5.0,10.0,5.0,9.0,-2.2,41.9,43.0,50.0,54.9,0.65,9482,t,Gaimin Gladiators,anc,2389454
29.0,12.0,29.0,12.0,7.8,108.5,105.7,87.0,85.1,1.95,23192,total,MIBR,anc,2389454
17.0,11.0,14.0,11.0,2.56,79.8,67.4,87.0,77.8,1.24,20987,total,MIBR,anc,2389454
15.0,14.0,15.0,15.0,0.36,85.9,87.5,82.6,73.2,1.12,21037,total,MIBR,anc,2389454
11.0,13.0,10.0,13.0,-2.76,58.3,53.0,65.2,61.9,0.81,19310,total,MIBR,anc,2389454
6.0,14.0,5.0,14.0,-7.34,40.9,41.5,56.5,52.8,0.53,21288,total,MIBR,anc,2389454
12.0,7.0,12.0,8.0,-0.62,91.3,89.7,91.7,79.4,1.23,23192,ct,MIBR,anc,2389454
10.0,7.0,7.0,7.0,-0.45,104.8,83.3,83.3,65.3,1.09,20987,ct,MIBR,anc,2389454
9.0,9.0,9.0,9.0,-1.76,85.1,90.9,91.7,75.3,0.96,21037,ct,MIBR,anc,2389454
6.0,7.0,6.0,7.0,-0.79,55.8,53.0,66.7,61.9,0.83,19310,ct,MIBR,anc,2389454
2.0,8.0,2.0,8.0,-11.52,31.6,35.5,50.0,45.0,0.35,21288,ct,MIBR,anc,2389454
17.0,5.0,17.0,4.0,16.99,127.3,123.1,81.8,91.3,2.75,23192,t,MIBR,anc,2389454
7.0,4.0,7.0,4.0,5.85,52.5,50.1,90.9,91.5,1.41,20987,t,MIBR,anc,2389454
6.0,5.0,6.0,5.0,2.68,86.8,83.8,72.7,70.8,1.28,21037,t,MIBR,anc,2389454
5.0,6.0,4.0,6.0,-4.91,61.2,52.9,63.6,61.9,0.79,19310,t,MIBR,anc,2389454
4.0,6.0,4.0,6.0,-2.79,51.1,48.0,63.6,61.4,0.73,21288,t,MIBR,anc,2389454
15.0,14.0,16.0,15.0,1.09,82.7,81.8,77.3,73.0,1.15,15914,total,Gaimin Gladiators,inf,2389454
13.0,9.0,12.0,10.0,0.32,67.5,68.2,86.4,65.9,1.01,8565,total,Gaimin Gladiators,inf,2389454
13.0,15.0,13.0,15.0,-1.81,65.5,67.8,77.3,61.5,0.99,17861,total,Gaimin Gladiators,inf,2389454
13.0,15.0,14.0,17.0,-2.71,54.0,55.1,68.2,58.2,0.78,9482,total,Gaimin Gladiators,inf,2389454
10.0,17.0,9.0,18.0,-5.7,53.5,53.3,68.2,55.6,0.63,9219,total,Gaimin Gladiators,inf,2389454
9.0,8.0,10.0,9.0,2.4,81.3,80.1,75.0,64.6,1.14,15914,ct,Gaimin Gladiators,inf,2389454
5.0,5.0,5.0,6.0,-0.32,47.2,50.6,75.0,53.5,0.76,8565,ct,Gaimin Gladiators,inf,2389454
8.0,9.0,9.0,10.0,-4.22,61.6,60.8,66.7,54.3,0.73,9482,ct,Gaimin Gladiators,inf,2389454
2.0,9.0,2.0,8.0,-6.51,45.5,51.9,66.7,35.3,0.45,17861,ct,Gaimin Gladiators,inf,2389454
4.0,10.0,4.0,11.0,-11.2,54.0,55.0,50.0,41.9,0.31,9219,ct,Gaimin Gladiators,inf,2389454
11.0,6.0,11.0,6.0,3.83,89.5,86.9,90.0,92.9,1.64,17861,t,Gaimin Gladiators,inf,2389454
8.0,4.0,8.0,4.0,1.09,91.8,89.3,100.0,80.7,1.32,8565,t,Gaimin Gladiators,inf,2389454
6.0,6.0,6.0,6.0,-0.49,84.4,83.8,80.0,83.0,1.16,15914,t,Gaimin Gladiators,inf,2389454
6.0,7.0,6.0,7.0,0.91,52.9,51.2,90.0,72.0,1.02,9219,t,Gaimin Gladiators,inf,2389454
5.0,6.0,6.0,7.0,-0.9,45.0,48.2,70.0,62.8,0.85,9482,t,Gaimin Gladiators,inf,2389454
18.0,13.0,18.0,13.0,4.95,84.1,82.0,77.3,80.2,1.43,21037,total,MIBR,inf,2389454
15.0,11.0,15.0,12.0,3.18,65.0,64.7,81.8,80.0,1.2,23192,total,MIBR,inf,2389454
13.0,12.0,13.0,13.0,0.16,69.5,69.7,77.3,80.7,1.11,21288,total,MIBR,inf,2389454
13.0,16.0,14.0,17.0,0.52,70.1,70.4,81.8,75.7,1.0,19310,total,MIBR,inf,2389454
11.0,12.0,12.0,12.0,0.0,53.8,56.3,72.7,66.8,0.95,20987,total,MIBR,inf,2389454
7.0,6.0,7.0,6.0,3.73,61.5,62.4,90.0,85.8,1.12,23192,ct,MIBR,inf,2389454
7.0,8.0,7.0,8.0,0.74,67.9,68.9,60.0,64.3,0.96,21037,ct,MIBR,inf,2389454
6.0,7.0,7.0,8.0,-0.9,69.7,71.4,80.0,75.9,0.91,19310,ct,MIBR,inf,2389454
5.0,7.0,5.0,7.0,-0.95,58.3,59.5,70.0,52.9,0.75,20987,ct,MIBR,inf,2389454
4.0,8.0,5.0,9.0,-7.06,74.3,76.4,70.0,76.4,0.62,21288,ct,MIBR,inf,2389454
11.0,5.0,11.0,5.0,8.46,97.7,92.9,91.7,93.6,1.83,21037,t,MIBR,inf,2389454
9.0,4.0,8.0,4.0,6.17,65.5,64.1,83.3,84.2,1.53,21288,t,MIBR,inf,2389454
8.0,5.0,8.0,5.0,2.72,67.9,66.6,75.0,75.2,1.27,23192,t,MIBR,inf,2389454
6.0,5.0,7.0,5.0,0.8,50.1,53.6,75.0,78.5,1.13,20987,t,MIBR,inf,2389454
7.0,9.0,7.0,9.0,1.7,70.4,69.6,83.3,75.5,1.08,19310,t,MIBR,inf,2389454
65.0,41.0,63.0,43.0,6.9,109.0,102.2,75.4,72.7,1.59,9911,total,Fingers Crossed,All,2389528
53.0,41.0,54.0,44.0,0.89,84.6,82.9,83.1,80.7,1.22,19594,total,Fingers Crossed,All,2389528
53.0,37.0,49.0,42.0,0.02,72.0,69.6,70.8,65.4,1.08,798,total,Fingers Crossed,All,2389528
40.0,47.0,42.0,49.0,-0.03,72.3,73.7,80.0,78.2,1.03,22191,total,Fingers Crossed,All,2389528
37.0,36.0,40.0,38.0,-1.79,62.7,66.5,76.9,70.9,0.95,22101,total,Fingers Crossed,All,2389528
32.0,17.0,31.0,19.0,7.95,120.0,111.8,82.8,77.0,1.72,9911,ct,Fingers Crossed,All,2389528
25.0,17.0,26.0,19.0,3.56,87.8,86.7,93.1,87.7,1.34,19594,ct,Fingers Crossed,All,2389528
17.0,20.0,17.0,22.0,-2.08,83.3,85.2,89.7,90.6,1.0,22191,ct,Fingers Crossed,All,2389528
17.0,14.0,18.0,15.0,-2.45,62.3,66.6,79.3,70.5,0.94,22101,ct,Fingers Crossed,All,2389528
23.0,18.0,22.0,21.0,-1.18,59.4,57.9,72.4,60.4,0.88,798,ct,Fingers Crossed,All,2389528
33.0,24.0,32.0,24.0,6.05,100.2,94.4,69.4,69.2,1.49,9911,t,Fingers Crossed,All,2389528
30.0,19.0,27.0,20.0,0.99,82.2,79.0,69.4,69.4,1.25,798,t,Fingers Crossed,All,2389528
28.0,24.0,28.0,24.0,-1.26,82.1,79.9,75.0,75.1,1.12,19594,t,Fingers Crossed,All,2389528
23.0,27.0,24.0,28.0,1.62,63.4,64.4,72.2,68.2,1.06,22191,t,Fingers Crossed,All,2389528
20.0,22.0,22.0,23.0,-1.26,63.1,66.4,75.0,71.1,0.95,22101,t,Fingers Crossed,All,2389528
47.0,49.0,49.0,51.0,-0.53,83.8,86.7,70.8,71.3,1.06,17937,total,Metizport,All,2389528
50.0,54.0,51.0,57.0,1.03,80.4,79.1,61.5,58.7,1.05,20253,total,Metizport,All,2389528
38.0,50.0,39.0,49.0,-2.03,71.0,74.7,69.2,65.8,0.93,14218,total,Metizport,All,2389528
32.0,52.0,34.0,51.0,-1.34,59.5,64.0,63.1,61.9,0.83,13669,total,Metizport,All,2389528
33.0,44.0,31.0,47.0,-3.41,51.2,52.5,66.2,64.3,0.72,19069,total,Metizport,All,2389528
23.0,28.0,24.0,28.0,1.51,73.5,76.8,66.7,62.1,1.01,13669,ct,Metizport,All,2389528
25.0,27.0,26.0,27.0,-0.37,83.6,88.7,69.4,70.1,1.01,17937,ct,Metizport,All,2389528
26.0,30.0,26.0,33.0,-0.93,82.0,77.6,66.7,62.9,0.9,20253,ct,Metizport,All,2389528
19.0,26.0,19.0,26.0,-3.18,61.7,63.9,58.3,54.9,0.77,14218,ct,Metizport,All,2389528
21.0,23.0,20.0,26.0,-3.68,53.8,54.2,72.2,67.6,0.74,19069,ct,Metizport,All,2389528
24.0,24.0,25.0,24.0,3.46,78.5,80.9,55.2,53.5,1.24,20253,t,Metizport,All,2389528
22.0,22.0,23.0,23.0,-0.73,84.1,84.1,72.4,72.8,1.13,17937,t,Metizport,All,2389528
19.0,24.0,20.0,23.0,-0.59,82.6,88.1,82.8,79.3,1.12,14218,t,Metizport,All,2389528
12.0,21.0,11.0,21.0,-3.07,47.9,50.3,58.6,60.2,0.69,19069,t,Metizport,All,2389528
9.0,24.0,10.0,23.0,-4.88,42.2,48.1,58.6,61.8,0.61,13669,t,Metizport,All,2389528
22.0,13.0,21.0,13.0,8.89,110.1,104.7,81.0,82.1,1.8,9911,total,Fingers Crossed,nuke,2389528
21.0,13.0,21.0,14.0,3.98,93.6,90.2,81.0,82.6,1.51,19594,total,Fingers Crossed,nuke,2389528
17.0,16.0,17.0,16.0,4.75,89.6,89.0,76.2,71.8,1.34,22191,total,Fingers Crossed,nuke,2389528
14.0,11.0,16.0,12.0,-1.59,67.0,76.3,71.4,73.3,1.11,22101,total,Fingers Crossed,nuke,2389528
11.0,13.0,10.0,14.0,-4.98,65.5,63.8,71.4,71.5,0.86,798,total,Fingers Crossed,nuke,2389528
12.0,5.0,11.0,5.0,13.97,143.3,132.7,100.0,103.6,2.38,9911,ct,Fingers Crossed,nuke,2389528
10.0,4.0,11.0,4.0,8.76,102.2,102.4,100.0,102.6,1.97,19594,ct,Fingers Crossed,nuke,2389528
6.0,6.0,6.0,7.0,0.4,85.3,85.8,88.9,77.7,1.06,22191,ct,Fingers Crossed,nuke,2389528
5.0,4.0,4.0,4.0,-3.28,46.1,45.6,55.6,55.7,0.77,22101,ct,Fingers Crossed,nuke,2389528
4.0,6.0,3.0,7.0,-5.16,46.2,39.8,55.6,53.3,0.56,798,ct,Fingers Crossed,nuke,2389528
11.0,10.0,11.0,10.0,8.02,92.8,91.4,66.7,67.3,1.56,22191,t,Fingers Crossed,nuke,2389528
10.0,8.0,10.0,7.0,5.07,85.2,83.6,66.7,65.9,1.37,9911,t,Fingers Crossed,nuke,2389528
9.0,7.0,11.0,8.0,-0.32,82.8,99.3,83.3,86.5,1.36,22101,t,Fingers Crossed,nuke,2389528
11.0,9.0,10.0,10.0,0.4,87.1,81.0,66.7,67.6,1.17,19594,t,Fingers Crossed,nuke,2389528
7.0,7.0,7.0,7.0,-4.85,80.0,81.8,83.3,85.2,1.08,798,t,Fingers Crossed,nuke,2389528
18.0,15.0,19.0,15.0,0.77,89.0,94.2,71.4,69.5,1.23,17937,total,Metizport,nuke,2389528
15.0,14.0,14.0,15.0,-1.92,65.7,65.3,66.7,66.9,0.92,19069,total,Metizport,nuke,2389528
14.0,19.0,14.0,20.0,0.1,82.9,78.2,66.7,61.3,0.87,20253,total,Metizport,nuke,2389528
8.0,18.0,10.0,18.0,-3.83,55.1,62.8,57.1,63.2,0.69,13669,total,Metizport,nuke,2389528
10.0,19.0,11.0,19.0,-6.18,53.5,56.4,66.7,66.8,0.69,14218,total,Metizport,nuke,2389528
11.0,8.0,12.0,8.0,0.86,93.1,104.6,83.3,79.1,1.34,17937,ct,Metizport,nuke,2389528
10.0,7.0,9.0,8.0,2.05,76.0,74.9,83.3,82.3,1.14,19069,ct,Metizport,nuke,2389528
10.0,11.0,9.0,13.0,1.67,99.8,89.8,66.7,63.7,0.99,20253,ct,Metizport,nuke,2389528
6.0,11.0,7.0,12.0,-4.43,65.4,74.9,58.3,65.2,0.71,13669,ct,Metizport,nuke,2389528
3.0,11.0,3.0,11.0,-8.48,29.8,29.6,58.3,55.2,0.38,14218,ct,Metizport,nuke,2389528
7.0,8.0,7.0,8.0,-3.1,85.2,92.1,77.8,82.2,1.1,14218,t,Metizport,nuke,2389528
7.0,7.0,7.0,7.0,0.65,83.7,80.3,55.6,56.7,1.09,17937,t,Metizport,nuke,2389528
4.0,8.0,4.0,8.0,-1.99,60.3,62.7,66.7,58.1,0.7,20253,t,Metizport,nuke,2389528
2.0,7.0,3.0,7.0,-3.04,41.3,46.6,55.6,60.5,0.66,13669,t,Metizport,nuke,2389528
5.0,7.0,4.0,6.0,-7.21,52.0,52.4,44.4,46.4,0.63,19069,t,Metizport,nuke,2389528
26.0,16.0,27.0,18.0,7.5,134.9,131.1,75.0,72.1,1.84,9911,total,Fingers Crossed,inf,2389528
18.0,15.0,18.0,16.0,0.12,73.9,72.7,83.3,72.0,1.08,19594,total,Fingers Crossed,inf,2389528
22.0,15.0,20.0,18.0,0.15,55.2,51.1,62.5,53.5,0.95,798,total,Fingers Crossed,inf,2389528
11.0,18.0,12.0,19.0,-4.9,60.1,64.6,83.3,80.4,0.77,22191,total,Fingers Crossed,inf,2389528
8.0,17.0,8.0,17.0,-7.94,44.5,46.2,70.8,60.4,0.51,22101,total,Fingers Crossed,inf,2389528
16.0,7.0,17.0,8.0,11.07,152.8,149.9,83.3,79.5,2.27,9911,ct,Fingers Crossed,inf,2389528
9.0,8.0,9.0,9.0,4.67,72.1,70.6,91.7,78.2,1.16,19594,ct,Fingers Crossed,inf,2389528
9.0,8.0,9.0,10.0,-0.87,36.8,36.6,75.0,59.9,0.78,798,ct,Fingers Crossed,inf,2389528
4.0,9.0,5.0,9.0,-8.69,66.6,72.3,83.3,94.4,0.71,22191,ct,Fingers Crossed,inf,2389528
6.0,8.0,7.0,9.0,-8.83,61.5,66.0,83.3,70.9,0.62,22101,ct,Fingers Crossed,inf,2389528
10.0,9.0,10.0,10.0,3.92,117.0,112.2,66.7,64.8,1.4,9911,t,Fingers Crossed,inf,2389528
13.0,7.0,11.0,8.0,1.17,73.7,65.7,50.0,47.2,1.13,798,t,Fingers Crossed,inf,2389528
9.0,7.0,9.0,7.0,-4.42,75.7,74.8,75.0,65.8,1.0,19594,t,Fingers Crossed,inf,2389528
7.0,9.0,8.0,10.0,-1.11,53.6,57.0,83.3,66.4,0.84,22191,t,Fingers Crossed,inf,2389528
2.0,9.0,2.0,9.0,-7.06,27.4,26.5,58.3,49.8,0.4,22101,t,Fingers Crossed,inf,2389528
26.0,19.0,27.0,21.0,3.64,99.1,98.8,70.8,72.5,1.51,20253,total,Metizport,inf,2389528
18.0,18.0,18.0,18.0,2.18,80.0,81.9,75.0,72.9,1.28,13669,total,Metizport,inf,2389528
17.0,16.0,19.0,17.0,2.07,74.2,77.9,83.3,87.0,1.23,17937,total,Metizport,inf,2389528
10.0,16.0,10.0,17.0,-0.92,50.9,54.1,66.7,66.1,0.81,19069,total,Metizport,inf,2389528
9.0,17.0,10.0,17.0,-2.65,52.2,56.2,66.7,60.4,0.78,14218,total,Metizport,inf,2389528
12.0,8.0,12.0,8.0,10.39,111.7,110.0,91.7,81.3,1.87,13669,ct,Metizport,inf,2389528
7.0,8.0,8.0,8.0,1.35,70.1,78.1,83.3,89.8,1.06,17937,ct,Metizport,inf,2389528
10.0,9.0,10.0,10.0,-1.41,76.8,72.9,75.0,77.2,1.01,20253,ct,Metizport,inf,2389528
6.0,7.0,6.0,7.0,-0.35,51.3,56.3,50.0,53.2,0.9,14218,ct,Metizport,inf,2389528
5.0,9.0,5.0,9.0,-3.99,39.1,41.1,58.3,55.6,0.58,19069,ct,Metizport,inf,2389528
16.0,10.0,17.0,11.0,8.69,121.4,124.6,66.7,67.7,2.01,20253,t,Metizport,inf,2389528
10.0,8.0,10.0,9.0,2.79,78.2,77.8,83.3,84.2,1.39,17937,t,Metizport,inf,2389528
5.0,7.0,5.0,8.0,2.15,62.8,67.1,75.0,76.5,1.04,19069,t,Metizport,inf,2389528
6.0,10.0,7.0,9.0,-6.03,48.3,53.8,58.3,64.6,0.68,13669,t,Metizport,inf,2389528
3.0,10.0,3.0,10.0,-4.94,53.0,56.2,83.3,67.5,0.66,14218,t,Metizport,inf,2389528
20.0,9.0,19.0,10.0,5.12,99.0,97.8,80.0,73.3,1.58,798,total,Fingers Crossed,anc,2389528
15.0,8.0,16.0,8.0,5.38,80.1,80.5,90.0,80.9,1.44,22101,total,Fingers Crossed,anc,2389528
17.0,12.0,14.0,12.0,4.11,76.8,64.9,70.0,63.5,1.25,9911,total,Fingers Crossed,anc,2389528
14.0,13.0,15.0,14.0,-1.43,88.0,87.6,85.0,89.2,1.14,19594,total,Fingers Crossed,anc,2389528
12.0,13.0,12.0,14.0,0.81,68.8,68.4,80.0,82.4,1.12,22191,total,Fingers Crossed,anc,2389528
6.0,2.0,7.0,2.0,8.07,81.6,91.2,100.0,86.6,1.75,22101,ct,Fingers Crossed,anc,2389528
10.0,4.0,10.0,5.0,2.84,108.0,110.1,87.5,69.4,1.53,798,ct,Fingers Crossed,anc,2389528
7.0,5.0,6.0,6.0,5.07,106.2,103.9,100.0,99.5,1.49,22191,ct,Fingers Crossed,anc,2389528
6.0,5.0,6.0,6.0,-3.96,95.0,93.1,87.5,85.2,1.0,19594,ct,Fingers Crossed,anc,2389528
4.0,5.0,3.0,5.0,-3.49,44.6,31.0,62.5,43.2,0.55,9911,ct,Fingers Crossed,anc,2389528
13.0,7.0,11.0,7.0,9.17,98.3,87.4,75.0,77.0,1.71,9911,t,Fingers Crossed,anc,2389528
10.0,5.0,9.0,5.0,6.65,92.9,89.6,75.0,75.9,1.61,798,t,Fingers Crossed,anc,2389528
9.0,6.0,9.0,6.0,3.59,79.1,73.4,83.3,77.1,1.24,22101,t,Fingers Crossed,anc,2389528
8.0,8.0,8.0,8.0,0.25,83.4,83.9,83.3,91.9,1.23,19594,t,Fingers Crossed,anc,2389528
5.0,8.0,6.0,8.0,-2.03,43.8,44.7,66.7,71.0,0.87,22191,t,Fingers Crossed,anc,2389528
19.0,14.0,19.0,14.0,3.08,112.0,116.1,75.0,71.2,1.51,14218,total,Metizport,anc,2389528
10.0,16.0,11.0,16.0,-1.14,55.5,56.3,45.0,39.4,0.79,20253,total,Metizport,anc,2389528
12.0,18.0,12.0,19.0,-5.02,89.9,89.3,55.0,54.5,0.74,17937,total,Metizport,anc,2389528
6.0,16.0,6.0,15.0,-2.95,39.5,43.8,55.0,47.5,0.56,13669,total,Metizport,anc,2389528
8.0,14.0,8.0,15.0,-7.95,36.1,37.0,65.0,59.5,0.48,19069,total,Metizport,anc,2389528
10.0,8.0,10.0,8.0,-0.7,104.0,105.9,66.7,56.3,1.13,14218,ct,Metizport,anc,2389528
6.0,10.0,6.0,11.0,-3.06,69.4,70.0,58.3,47.8,0.72,20253,ct,Metizport,anc,2389528
7.0,11.0,6.0,11.0,-3.33,87.7,83.5,41.7,41.6,0.66,17937,ct,Metizport,anc,2389528
5.0,9.0,5.0,8.0,-1.43,43.3,45.4,50.0,39.8,0.64,13669,ct,Metizport,anc,2389528
6.0,7.0,6.0,8.0,-9.09,46.2,46.5,75.0,65.0,0.59,19069,ct,Metizport,anc,2389528
9.0,6.0,9.0,6.0,8.75,124.1,131.5,87.5,93.5,2.09,14218,t,Metizport,anc,2389528
4.0,6.0,4.0,5.0,1.74,34.5,35.8,25.0,26.9,0.88,20253,t,Metizport,anc,2389528
5.0,7.0,6.0,7.0,-7.56,93.2,97.8,75.0,73.9,0.86,17937,t,Metizport,anc,2389528
1.0,7.0,1.0,7.0,-5.22,33.9,41.4,62.5,58.9,0.43,13669,t,Metizport,anc,2389528
2.0,7.0,1.0,7.0,-6.24,21.1,22.8,50.0,51.3,0.32,19069,t,Metizport,anc,2389528
34.0,26.0,32.0,28.0,4.16,72.9,68.1,70.5,67.0,1.22,20700,total,1win,All,2389128
33.0,29.0,31.0,29.0,-1.7,74.8,75.5,75.0,78.3,1.05,8528,total,1win,All,2389128
32.0,35.0,33.0,36.0,-2.17,80.9,80.2,63.6,62.2,0.96,23771,total,1win,All,2389128
15.0,34.0,17.0,33.0,-2.85,59.3,60.8,54.5,55.4,0.75,15071,total,1win,All,2389128
20.0,33.0,20.0,32.0,-5.64,52.6,55.3,59.1,53.8,0.69,23770,total,1win,All,2389128
18.0,17.0,16.0,19.0,1.59,78.6,73.0,66.7,61.4,1.04,20700,ct,1win,All,2389128
18.0,19.0,19.0,20.0,-2.71,76.1,77.0,54.2,51.2,0.87,23771,ct,1win,All,2389128
17.0,18.0,17.0,18.0,-4.45,77.2,80.4,75.0,75.0,0.85,8528,ct,1win,All,2389128
13.0,20.0,13.0,20.0,-6.7,63.8,68.1,45.8,34.6,0.65,23770,ct,1win,All,2389128
3.0,19.0,3.0,19.0,-7.07,39.2,42.0,41.7,37.7,0.37,15071,ct,1win,All,2389128
16.0,9.0,15.0,9.0,7.24,66.0,62.2,75.0,73.9,1.43,20700,t,1win,All,2389128
16.0,11.0,15.0,11.0,1.6,71.8,69.6,75.0,82.3,1.28,8528,t,1win,All,2389128
12.0,15.0,13.0,15.0,2.22,83.5,83.5,70.0,76.8,1.21,15071,t,1win,All,2389128
14.0,16.0,13.0,16.0,-1.51,86.7,84.1,75.0,75.5,1.07,23771,t,1win,All,2389128
7.0,13.0,7.0,13.0,-4.37,39.2,39.8,75.0,77.0,0.74,23770,t,1win,All,2389128
34.0,26.0,33.0,27.0,4.32,81.3,83.6,79.5,79.4,1.38,23317,total,Nemiga,All,2389128
35.0,29.0,34.0,31.0,1.95,93.1,88.3,70.5,64.1,1.24,19920,total,Nemiga,All,2389128
31.0,25.0,32.0,24.0,2.13,65.9,67.1,75.0,69.0,1.2,23319,total,Nemiga,All,2389128
30.0,28.0,30.0,28.0,1.38,72.8,72.0,65.9,59.8,1.12,22460,total,Nemiga,All,2389128
26.0,26.0,23.0,25.0,-1.58,64.2,59.8,75.0,63.6,0.88,22325,total,Nemiga,All,2389128
